Image,Letter,Landmarks 
000235.png,A,"0.6703891754150391,0.6218469738960266,-5.870876407243486e-07,0.6537604331970215,0.4953751564025879,-0.02167811058461666,0.598845899105072,0.40392446517944336,-0.031543977558612823,0.5436012148857117,0.35863423347473145,-0.040669094771146774,0.4961868226528168,0.3282625079154968,-0.04675218090415001,0.48604118824005127,0.42512595653533936,-0.030738016590476036,0.5508807301521301,0.3998502194881439,-0.0695275291800499,0.6068001985549927,0.43732577562332153,-0.0908605232834816,0.6314624547958374,0.4676993489265442,-0.09954684227705002,0.465971440076828,0.4986213445663452,-0.03286106884479523,0.5622411370277405,0.4794018268585205,-0.06658972054719925,0.6173103451728821,0.5203232765197754,-0.07391669601202011,0.6386542320251465,0.549231231212616,-0.07409872114658356,0.46890199184417725,0.5708957314491272,-0.03865167498588562,0.5646185874938965,0.5542235374450684,-0.07205010950565338,0.6132739186286926,0.5830748677253723,-0.06869572401046753,0.6294212937355042,0.6028572916984558,-0.0598614402115345,0.48462629318237305,0.6409105658531189,-0.04674047976732254,0.558939516544342,0.6287619471549988,-0.06797171384096146,0.6040290594100952,0.6313206553459167,-0.06382787972688675,0.619147539138794,0.6337944269180298,-0.05426540598273277"
000236.png,A,"0.6824489235877991,0.64493328332901,-3.942617752272781e-07,0.6718722581863403,0.48682743310928345,-0.02285653166472912,0.6000107526779175,0.4049527049064636,-0.03931908309459686,0.5259745121002197,0.36710861325263977,-0.059009943157434464,0.47132325172424316,0.3342123031616211,-0.07395464926958084,0.49567726254463196,0.4291175305843353,-0.020290983840823174,0.5020906329154968,0.37711212038993835,-0.08290067315101624,0.5659899115562439,0.4127386808395386,-0.1109190583229065,0.6173880696296692,0.449698805809021,-0.11775507777929306,0.47214996814727783,0.4913126826286316,-0.03289217874407768,0.5074005126953125,0.4482492208480835,-0.09940910339355469,0.5795518755912781,0.4942077696323395,-0.10564617812633514,0.6299176216125488,0.5279548764228821,-0.09336675703525543,0.46559497714042664,0.5578323006629944,-0.0555608794093132,0.5160162448883057,0.5204686522483826,-0.1182350218296051,0.5858184099197388,0.5573017001152039,-0.10547087341547012,0.6310291290283203,0.5877500772476196,-0.08076014369726181,0.4650852382183075,0.6268892288208008,-0.08145980536937714,0.5125573873519897,0.5905191898345947,-0.12749351561069489,0.576880156993866,0.6141607165336609,-0.12385161966085434,0.6167059540748596,0.6316713094711304,-0.10806190967559814"
000237.png,A,"0.7292115092277527,0.5053560137748718,-1.2436593976872246e-07,0.6780466437339783,0.4003215432167053,-0.023639624938368797,0.5795255899429321,0.34449484944343567,-0.0312795527279377,0.4980171322822571,0.34203675389289856,-0.04067225381731987,0.4366264045238495,0.3677549362182617,-0.04604414477944374,0.4968787431716919,0.40654125809669495,-0.014519518241286278,0.4603208303451538,0.3982504606246948,-0.05828460305929184,0.5248644948005676,0.405251145362854,-0.07863403856754303,0.5794951319694519,0.4035568833351135,-0.08422132581472397,0.49476826190948486,0.48521092534065247,-0.019009822979569435,0.4800819158554077,0.48513805866241455,-0.07829167693853378,0.559988260269165,0.4708801209926605,-0.09594230353832245,0.6204730868339539,0.4565025866031647,-0.09376902878284454,0.5101569294929504,0.559401273727417,-0.028769994154572487,0.5016865730285645,0.5604852437973022,-0.0879591554403305,0.5866599678993225,0.5357347726821899,-0.08574911952018738,0.6470349431037903,0.5163297653198242,-0.06798052042722702,0.5362223386764526,0.628871738910675,-0.040033504366874695,0.5359081625938416,0.6289877891540527,-0.08505481481552124,0.5963046550750732,0.5995898246765137,-0.08721347898244858,0.6400442123413086,0.5665571093559265,-0.07607249170541763"
000238.png,A,"0.7175321578979492,0.5893107056617737,-7.91552622558811e-07,0.6860789060592651,0.4853803813457489,-0.05954824760556221,0.6108447909355164,0.3967195153236389,-0.08349742740392685,0.5271402597427368,0.3718246817588806,-0.09788017719984055,0.4574509263038635,0.36072272062301636,-0.10730664432048798,0.4966834783554077,0.41660550236701965,-0.048977144062519073,0.479836106300354,0.44537049531936646,-0.09656043350696564,0.5503913760185242,0.4833236336708069,-0.1246015876531601,0.6038506627082825,0.5084536671638489,-0.13450610637664795,0.47609925270080566,0.49490857124328613,-0.029925528913736343,0.48321110010147095,0.532808780670166,-0.0792902484536171,0.5683754682540894,0.5572085380554199,-0.09298795461654663,0.6267805099487305,0.5649265050888062,-0.08996638655662537,0.4738534390926361,0.5671736001968384,-0.018316378816962242,0.48568835854530334,0.6025534272193909,-0.0666174590587616,0.5670895576477051,0.6101978421211243,-0.06303174048662186,0.6261433362960815,0.6047201156616211,-0.04644573852419853,0.484057754278183,0.6354213356971741,-0.011235024780035019,0.4987635910511017,0.6704404950141907,-0.04897090047597885,0.5641689300537109,0.6647548675537109,-0.04856511950492859,0.6085242629051208,0.6471530795097351,-0.034996625036001205"
000239.png,A,"0.7225020527839661,0.4485780894756317,2.2498447549423872e-07,0.6219799518585205,0.3320716619491577,-0.01081446185708046,0.5248191952705383,0.3244258165359497,-0.022923152893781662,0.4507658779621124,0.3626481890678406,-0.04351763427257538,0.39619678258895874,0.405364066362381,-0.059977445751428604,0.4702513515949249,0.42199498414993286,-0.00044472471927292645,0.44335782527923584,0.4049326777458191,-0.07910958677530289,0.5040168762207031,0.3826156258583069,-0.12712745368480682,0.5526913404464722,0.36705663800239563,-0.14677977561950684,0.4819395840167999,0.49549341201782227,-0.022395046427845955,0.4600565731525421,0.4697025418281555,-0.11691167205572128,0.5273746252059937,0.4305028021335602,-0.15358850359916687,0.5861374735832214,0.40165072679519653,-0.15804463624954224,0.5060953497886658,0.5604288578033447,-0.05285937339067459,0.5023872256278992,0.5330670475959778,-0.13952413201332092,0.5761240124702454,0.48898881673812866,-0.14253810048103333,0.6263651847839355,0.4573049545288086,-0.12124884128570557,0.535561740398407,0.6205962896347046,-0.08477464318275452,0.5366583466529846,0.5848042964935303,-0.14514324069023132,0.5891936421394348,0.5430631041526794,-0.14904779195785522,0.6245285272598267,0.5047640800476074,-0.13570895791053772"
000240.png,A,"0.7344807386398315,0.5838810205459595,-6.781913270970108e-07,0.6693872809410095,0.4365563988685608,-0.024242013692855835,0.5889076590538025,0.36933788657188416,-0.029119614511728287,0.5122629404067993,0.34983015060424805,-0.03890720009803772,0.449429988861084,0.3335515260696411,-0.042702529579401016,0.5042150616645813,0.41556334495544434,0.03074857033789158,0.4677603840827942,0.3961663246154785,-0.03035731241106987,0.5345690846443176,0.4170810878276825,-0.07614974677562714,0.5909042954444885,0.44289806485176086,-0.09671520441770554,0.49332737922668457,0.4948536455631256,0.02555522322654724,0.4789418578147888,0.4745529294013977,-0.05286751687526703,0.5570523738861084,0.4949621260166168,-0.09339725971221924,0.6196804046630859,0.5144333243370056,-0.10059473663568497,0.4888310432434082,0.5679596662521362,0.009056709706783295,0.4879666566848755,0.5458851456642151,-0.06558205932378769,0.5637110471725464,0.5515618324279785,-0.08436179906129837,0.6223192811012268,0.563984751701355,-0.07378403097391129,0.48563700914382935,0.636734127998352,-0.00950318668037653,0.4915890097618103,0.6137367486953735,-0.059096869081258774,0.5581880211830139,0.611034631729126,-0.06790868937969208,0.6059740781784058,0.6110336184501648,-0.058016326278448105"
000241.png,A,"0.6585823893547058,0.7264397144317627,-1.1360021971995593e-06,0.6739305257797241,0.6104797720909119,-0.04026689752936363,0.6335622668266296,0.4863976538181305,-0.060201387852430344,0.581380307674408,0.4033675491809845,-0.07814954966306686,0.5385629534721375,0.3351733088493347,-0.09177654981613159,0.5195232629776001,0.4235243797302246,-0.03444316238164902,0.5606703162193298,0.37743574380874634,-0.08444548398256302,0.6031287908554077,0.45429345965385437,-0.12001433223485947,0.6279114484786987,0.5265446901321411,-0.13901981711387634,0.4762038588523865,0.46316224336624146,-0.031035300344228745,0.5458342432975769,0.46043819189071655,-0.07979445904493332,0.5926308631896973,0.5534550547599792,-0.10119806230068207,0.620557963848114,0.6201999187469482,-0.1089836061000824,0.4519343674182892,0.5199737548828125,-0.034350309520959854,0.5224675536155701,0.5386083126068115,-0.08020363003015518,0.5719708800315857,0.6096057891845703,-0.08826179057359695,0.6016442179679871,0.659896194934845,-0.08418869227170944,0.4393478333950043,0.5921712517738342,-0.04179597273468971,0.4929461181163788,0.6094307899475098,-0.07031475007534027,0.5396921634674072,0.6471636295318604,-0.07417196780443192,0.5677087903022766,0.6722270250320435,-0.06990661472082138"
000242.png,A,"0.7403206825256348,0.5859300494194031,-3.107555812675855e-08,0.7010806798934937,0.44619596004486084,-0.027687957510352135,0.5979345440864563,0.3679841458797455,-0.03543148934841156,0.5048208236694336,0.3524874746799469,-0.046596188098192215,0.43578970432281494,0.3610664904117584,-0.05323076993227005,0.5347759127616882,0.400390088558197,0.003758322913199663,0.468620240688324,0.4096464216709137,-0.052477508783340454,0.5311490893363953,0.4293796718120575,-0.09056185930967331,0.5867637991905212,0.4429358243942261,-0.10682942718267441,0.5317723751068115,0.4813445806503296,-0.001497408258728683,0.4692782461643219,0.49780943989753723,-0.07000734657049179,0.551403284072876,0.49807775020599365,-0.10041380673646927,0.6129512786865234,0.5072464942932129,-0.10647451877593994,0.5381321310997009,0.5548884272575378,-0.015315265394747257,0.48096764087677,0.5740572214126587,-0.07826586812734604,0.562982439994812,0.567599356174469,-0.08097502589225769,0.6207845211029053,0.5711445808410645,-0.06596722453832626,0.5469004511833191,0.6277214884757996,-0.03224019333720207,0.5083088874816895,0.6360053420066833,-0.07482965290546417,0.561782717704773,0.6285213232040405,-0.0766822099685669,0.6059389710426331,0.6181683540344238,-0.06669265776872635"
000243.png,A,"0.7390551567077637,0.5688683986663818,-4.90290460675169e-07,0.6986339688301086,0.4514518678188324,-0.039912398904561996,0.6022503972053528,0.36745187640190125,-0.05028602480888367,0.5127241015434265,0.35547205805778503,-0.05972794070839882,0.44166111946105957,0.34814444184303284,-0.06379757821559906,0.5035577416419983,0.42073890566825867,-0.0016542576486244798,0.46615710854530334,0.4069322943687439,-0.05664035305380821,0.5386070609092712,0.433561772108078,-0.09071028232574463,0.6031964421272278,0.4501230716705322,-0.10115596652030945,0.4972035884857178,0.5041000843048096,0.00448651984333992,0.46959537267684937,0.49326860904693604,-0.061102502048015594,0.5569455623626709,0.5061892867088318,-0.08306370675563812,0.6284813284873962,0.5125417709350586,-0.07795315980911255,0.5030202865600586,0.5794580578804016,0.0007411696715280414,0.47834864258766174,0.5756733417510986,-0.0631733238697052,0.5675413012504578,0.5719757080078125,-0.06302032619714737,0.6352347731590271,0.566377580165863,-0.040980689227581024,0.5181627869606018,0.6499354243278503,-0.005995430983603001,0.4979900121688843,0.6437007188796997,-0.052835263311862946,0.5659586191177368,0.6314780712127686,-0.052988480776548386,0.6164899468421936,0.6177668571472168,-0.036371953785419464"
000244.png,A,"0.7162545919418335,0.5802056789398193,-7.969329658408242e-07,0.6882171034812927,0.4699842929840088,-0.05159574747085571,0.6108344197273254,0.3846018314361572,-0.07183489203453064,0.5303239226341248,0.35969483852386475,-0.08501225709915161,0.4630089998245239,0.3483273386955261,-0.0927218422293663,0.4901534914970398,0.4079340100288391,-0.04978959262371063,0.5045087337493896,0.42507272958755493,-0.10453946888446808,0.5720049142837524,0.460330069065094,-0.13672594726085663,0.6185792088508606,0.4837905168533325,-0.14825591444969177,0.46946412324905396,0.4928830564022064,-0.036593422293663025,0.5136857628822327,0.5154444575309753,-0.09114564955234528,0.5885339975357056,0.5344051718711853,-0.10651764273643494,0.6411691904067993,0.5393562912940979,-0.10439237207174301,0.471061110496521,0.568320631980896,-0.03078952059149742,0.520726203918457,0.5887684226036072,-0.08014895766973495,0.5897772312164307,0.5897676348686218,-0.07924759387969971,0.6387525796890259,0.5820461511611938,-0.06498800218105316,0.48611801862716675,0.6338716745376587,-0.029719002544879913,0.5220456123352051,0.6537685394287109,-0.06546264886856079,0.5824559330940247,0.6489022374153137,-0.06689640134572983,0.622202455997467,0.6347415447235107,-0.05541932210326195"
000245.png,A,"0.7105739116668701,0.38162046670913696,-4.0823962876856967e-07,0.6575325727462769,0.4169098436832428,0.004872226156294346,0.5875325202941895,0.4669386148452759,0.005016553681343794,0.5342283248901367,0.5153969526290894,0.0011739914771169424,0.4976152777671814,0.5514608025550842,-0.006490054540336132,0.5738296508789062,0.41853269934654236,-0.009651280008256435,0.49965471029281616,0.4593837261199951,-0.0318303108215332,0.45677632093429565,0.4933708608150482,-0.04991019517183304,0.4229304790496826,0.5219331383705139,-0.0627652034163475,0.5731966495513916,0.39758092164993286,-0.024294933304190636,0.5057708621025085,0.46014344692230225,-0.050461042672395706,0.4749140441417694,0.4987991452217102,-0.06756304949522018,0.4559815227985382,0.5273200869560242,-0.07842925935983658,0.5792850255966187,0.3859868049621582,-0.039301566779613495,0.5144451856613159,0.4518778920173645,-0.06508105993270874,0.48542800545692444,0.49381259083747864,-0.07435097545385361,0.4656639099121094,0.5276339650154114,-0.07793359458446503,0.5898305177688599,0.37819021940231323,-0.053146228194236755,0.5283386707305908,0.4347155690193176,-0.07642590254545212,0.49694401025772095,0.4739144444465637,-0.08134358376264572,0.4738111197948456,0.5065190196037292,-0.08188474178314209"
000246.png,A,"0.687176525592804,0.5622521042823792,-3.8796937928964326e-07,0.6504313945770264,0.4262530207633972,-0.06403706967830658,0.5745809078216553,0.3681570887565613,-0.10025321692228317,0.50730299949646,0.35778799653053284,-0.12851417064666748,0.4477384090423584,0.34371840953826904,-0.150133416056633,0.4731256365776062,0.42262619733810425,-0.09916797280311584,0.4998578429222107,0.38771653175354004,-0.18219420313835144,0.5715524554252625,0.41797250509262085,-0.21805909276008606,0.612587571144104,0.4440569281578064,-0.23162180185317993,0.4670041501522064,0.49627912044525146,-0.0955439954996109,0.5190033316612244,0.45810383558273315,-0.18665215373039246,0.5947995185852051,0.4793735146522522,-0.20046667754650116,0.6342859864234924,0.4931049942970276,-0.19346635043621063,0.4813185930252075,0.5653431415557861,-0.10224317759275436,0.5433852672576904,0.5373989343643188,-0.19004277884960175,0.6113896369934082,0.5365803241729736,-0.18748725950717926,0.6423310041427612,0.5369430184364319,-0.16848061978816986,0.5033764839172363,0.6280072927474976,-0.11397286504507065,0.5755133628845215,0.6076049208641052,-0.18220959603786469,0.6357666254043579,0.5912083983421326,-0.19159872829914093,0.6603885293006897,0.5730012655258179,-0.18395362794399261"
000247.png,A,"0.7113717794418335,0.4822435677051544,-1.4615145005336672e-07,0.6631686687469482,0.36797967553138733,-0.048052188009023666,0.5582702159881592,0.33659589290618896,-0.06801341474056244,0.4711768627166748,0.3563462495803833,-0.08269134163856506,0.410136342048645,0.37537845969200134,-0.09154286235570908,0.4665030241012573,0.4280051290988922,-0.06106094270944595,0.46556785702705383,0.4098382592201233,-0.13306424021720886,0.53774094581604,0.4078350067138672,-0.16793732345104218,0.5955135822296143,0.4104558527469635,-0.17907972633838654,0.4684770107269287,0.5105758309364319,-0.05796203762292862,0.4862701892852783,0.4869929850101471,-0.14054299890995026,0.5649400353431702,0.46652328968048096,-0.16149631142616272,0.62624192237854,0.45121514797210693,-0.15726596117019653,0.49347466230392456,0.580027163028717,-0.06311651319265366,0.5237590074539185,0.5649749040603638,-0.1402430534362793,0.6028229594230652,0.5286440849304199,-0.1388181746006012,0.6562016606330872,0.5012062191963196,-0.11803694069385529,0.5296987295150757,0.6413556337356567,-0.07186197489500046,0.5633067488670349,0.62091463804245,-0.12974689900875092,0.6234386563301086,0.5852641463279724,-0.13505618274211884,0.6585385799407959,0.5520223379135132,-0.12326647341251373"
